 3.50 26000. -5.0  2.0   0.2621   0.2075   0.3472 
 4.00 26000. -5.0  2.0   0.2354   0.1879   0.3027 
 4.50 26000. -5.0  2.0   0.2214   0.1781   0.2736 
 5.00 26000. -5.0  2.0   0.2138   0.1728   0.2570 
 3.50 27000. -5.0  2.0   0.2643   0.2084   0.3553 
 4.00 27000. -5.0  2.0   0.2359   0.1874   0.3092 
 4.50 27000. -5.0  2.0   0.2208   0.1767   0.2790 
 5.00 27000. -5.0  2.0   0.2125   0.1709   0.2613 
 3.50 28000. -5.0  2.0   0.2644   0.2073   0.3618 
 4.00 28000. -5.0  2.0   0.2359   0.1866   0.3142 
 4.50 28000. -5.0  2.0   0.2199   0.1753   0.2828 
 5.00 28000. -5.0  2.0   0.2111   0.1691   0.2641 
 3.50 29000. -5.0  2.0   0.2610   0.2033   0.3667 
 4.00 29000. -5.0  2.0   0.2343   0.1845   0.3166 
 4.50 29000. -5.0  2.0   0.2183   0.1734   0.2841 
 5.00 29000. -5.0  2.0   0.2091   0.1670   0.2646 
 3.50 30000. -5.0  2.0   0.2564   0.1982   0.3715 
 4.00 30000. -5.0  2.0   0.2304   0.1807   0.3163 
 4.50 30000. -5.0  2.0   0.2151   0.1703   0.2825 
 5.00 30000. -5.0  2.0   0.2059   0.1641   0.2621 
 3.50 31000. -5.0  2.0   0.2530   0.1938   0.3784 
 4.00 31000. -5.0  2.0   0.2248   0.1755   0.3146 
 4.50 31000. -5.0  2.0   0.2101   0.1660   0.2779 
 5.00 31000. -5.0  2.0   0.2014   0.1603   0.2562 
 4.00 32000. -5.0  2.0   0.2189   0.1702   0.3133 
 4.50 32000. -5.0  2.0   0.2039   0.1609   0.2715 
 5.00 32000. -5.0  2.0   0.1953   0.1555   0.2479 
 4.00 33000. -5.0  2.0   0.2134   0.1648   0.3143 
 4.50 33000. -5.0  2.0   0.1971   0.1553   0.2655 
 5.00 33000. -5.0  2.0   0.1884   0.1500   0.2386 
 4.00 34000. -5.0  2.0   0.2075   0.1587   0.3182 
 4.50 34000. -5.0  2.0   0.1905   0.1496   0.2611 
 5.00 34000. -5.0  2.0   0.1813   0.1446   0.2293 
 4.00 35000. -5.0  2.0   0.2005   0.1516   0.3227 
 4.50 35000. -5.0  2.0   0.1836   0.1433   0.2587 
 5.00 35000. -5.0  2.0   0.1741   0.1386   0.2219 
 4.50 37500. -5.0  2.0   0.1631   0.1246   0.2564 
 5.00 37500. -5.0  2.0   0.1539   0.1213   0.2082 
 4.50 40000. -5.0  2.0   0.1491   0.1117   0.2581 
 5.00 40000. -5.0  2.0   0.1347   0.1045   0.2005 
 5.00 42500. -5.0  2.0   0.1250   0.0958   0.2004 
 5.00 45000. -5.0  2.0   0.1216   0.0925   0.2034 
 5.00 47500. -5.0  2.0   0.1211   0.0918   0.2062 
 5.00 50000. -5.0  2.0   0.1214   0.0919   0.2091 
 0.00  3500. -4.5  2.0   0.6071   0.5786   0.1382 
 0.50  3500. -4.5  2.0   0.5791   0.5350   0.2179 
 1.00  3500. -4.5  2.0   0.5291   0.4614   0.3435 
 1.50  3500. -4.5  2.0   0.4906   0.4061   0.4399 
 2.00  3500. -4.5  2.0   0.4687   0.3790   0.4777 
