1.521   1.6424    -0.086    4.010    6775.0    2.60    2.0530   0.4308  4
1.522   1.2672    0.156    4.150    7101.0    2.34    2.0390   0.4221  4
1.522   1.3038    0.003    3.870    6785.0    2.52    2.1490   0.4330  4
1.522   1.3793    0.188    3.730    6526.0    2.29    2.3820   0.4454  4
1.522   1.3925    -0.017    3.970    6669.0    2.56    2.0640   0.4308  4
1.522   1.4148    0.035    3.960    6878.0    2.33    2.0470   0.4202  4
1.522   1.4745    -0.036    3.440    5561.0    1.81    4.1810   0.5224  3
1.522   1.4792    0.050    3.840    6191.0    2.03    3.0500   0.4655  4
1.522   1.4884    0.002    3.730    6499.0    2.36    2.3820   0.4439  4
1.522   1.5007    -0.049    3.860    6458.0    2.17    2.4940   0.4441  4
1.522   1.5436    -0.036    4.060    6399.0    2.68    2.0770   0.4441  4
1.522   1.5766    0.061    3.990    6754.0    2.60    2.0530   0.4330  4
1.522   1.6150    -0.094    4.050    6931.0    2.25    2.3470   0.4188  4
1.523   1.3208    0.339    4.080    7042.0    2.30    2.1340   0.4236  4
1.523   1.3463    0.070    3.910    6335.0    2.22    2.7550   0.4655  4
1.523   1.3663    -0.083    4.070    7094.0    2.29    2.0380   0.4188  4
1.523   1.3830    0.138    3.450    5637.0    1.89    4.1810   0.5075  3
1.523   1.4586    -0.207    3.870    6612.0    2.19    2.3660   0.4398  4
1.523   1.5053    0.013    3.980    6484.0    2.40    2.2760   0.4480  4
1.523   1.5300    -0.032    3.980    6498.0    2.57    2.1740   0.4441  4
1.523   1.5578    0.068    3.970    6317.0    2.67    2.1740   0.4655  4
1.523   1.5641    0.139    3.920    6619.0    2.60    2.0640   0.4497  4
1.523   1.5655    0.075    4.050    6692.0    2.33    2.1490   0.4330  4
1.523   1.5748    0.086    4.020    6805.0    2.36    2.0520   0.4330  4
1.524   0.0269    -0.181    3.990    7558.0    2.03    2.0220   0.4439  4
1.524   1.2673    -0.247    4.170    6494.0    2.47    2.1740   0.4398  4
1.524   1.4475    0.107    3.870    6564.0    2.74    2.0640   0.4497  4
1.524   1.4913    -0.085    3.880    6520.0    2.44    2.2760   0.4441  4
1.524   1.5894    -0.151    4.050    6933.0    2.15    2.0470   0.4183  4
1.524   1.5895    -0.119    3.600    6630.0    2.25    2.4770   0.4277  4
1.524   1.5924    -0.043    3.900    6733.0    2.47    2.2480   0.4308  4
1.525   1.3853    0.069    3.900    6829.0    2.15    2.4620   0.4330  4
1.525   1.4352    0.006    3.750    6416.0    2.35    2.2760   0.4439  4
1.525   1.4461    0.340    3.890    6449.0    2.40    2.2760   0.4553  4
1.525   1.4854    -0.162    4.020    6768.0    2.28    2.3530   0.4297  4
1.525   1.5558    -0.134    3.940    6911.0    2.19    2.2420   0.4183  4
1.525   1.6973    -0.097    4.030    6720.0    2.30    2.1480   0.4308  4
1.526   1.3524    0.317    3.820    6405.0    2.35    2.2760   0.4553  4
1.526   1.4286    -0.060    3.860    6702.0    2.60    2.0640   0.4308  4
1.526   1.4974    -0.149    3.590    6441.0    1.82    3.2810   0.4410  3
1.526   1.5710    0.174    3.910    6869.0    2.12    2.2420   0.4365  4
1.526   1.5744    -0.018    4.080    6953.0    2.42    2.0470   0.4188  4
1.527   0.0161    0.421    3.870    7417.0    2.00    2.1150   0.4000  4
1.527   1.3263    -0.127    4.040    6705.0    2.47    2.1490   0.4297  4
1.527   1.4494    -0.064    3.810    6475.0    2.20    2.7330   0.4441  4
1.527   1.4865    0.168    3.670    6184.0    2.16    3.0500   0.4631  4
1.527   1.5859    0.094    3.820    6946.0    2.15    2.2420   0.4202  4
1.527   1.5902    0.071    3.830    6595.0    2.70    2.0640   0.4480  4
1.527   1.5911    0.100    3.760    6162.0    2.29    2.9130   0.4672  4
1.527   1.6432    -0.179    3.900    6596.0    2.33    2.2610   0.4429  4
1.527   1.6518    0.103    4.180    6603.0    2.52    2.0640   0.4497  4
1.527   1.6607    0.180    3.810    6460.0    2.27    2.6100   0.4497  4
1.527   1.8067    0.103    3.970    6637.0    2.40    2.2480   0.4365  4
1.528   1.3726    -0.178    3.770    6387.0    2.34    2.6310   0.4429  4
1.528   1.3799    -0.046    4.000    6785.0    2.55    2.1480   0.4308  4
1.528   1.4397    0.042    4.060    6921.0    2.38    2.0470   0.4202  4
1.528   1.5172    0.026    3.740    6168.0    2.19    2.9130   0.4604  4
1.528   1.5268    0.089    3.950    6600.0    2.46    2.2610   0.4480  4
1.528   1.5705    0.078    3.860    6408.0    2.39    2.2750   0.4480  4
1.528   1.6069    -0.024    3.740    6441.0    2.22    2.6100   0.4409  4
1.528   1.6349    0.384    3.910    6496.0    2.67    2.1740   0.4553  4
1.528   1.6353    -0.130    4.070    6582.0    2.65    2.0640   0.4429  4
1.528   1.7370    0.028    3.950    6847.0    2.30    2.2480   0.4330  4
1.529   1.3702    0.076    3.930    6538.0    1.95    2.7330   0.4480  4
1.529   1.3753    0.131    3.980    6499.0    2.55    2.1740   0.4497  4
1.529   1.4590    0.031    4.030    6666.0    2.49    2.2610   0.4330  4
1.529   1.5038    -0.277    3.850    6313.0    2.15    2.7540   0.4543  4
1.529   1.5198    -0.109    3.950    7077.0    2.33    2.0380   0.4183  4
1.529   1.5712    0.138    4.040    7128.0    2.11    2.1330   0.4091  4
1.529   1.5813    -0.112    4.090    7020.0    2.29    2.1430   0.4183  4
1.530   1.4336    0.044    3.880    6504.0    2.64    2.2750   0.4480  4
1.530   1.4363    -0.008    3.950    6320.0    2.34    2.3820   0.4596  4
1.530   1.4959    0.204    3.920    6602.0    2.51    2.2610   0.4528  4
1.530   1.5309    -0.096    4.100    6478.0    2.58    2.1740   0.4441  4
1.530   1.5395    0.226    3.800    6494.0    2.53    2.3820   0.4528  4
1.530   1.5735    -0.036    3.890    6915.0    1.96    2.4560   0.4188  4
1.530   1.6067    0.391    3.860    6452.0    2.48    2.2760   0.4553  4
1.530   1.6262    -0.038    3.910    6512.0    2.65    2.0640   0.4441  4
1.531   0.1102    0.117    3.940    7387.0    2.09    2.0200   0.3921  4
1.531   1.3047    -0.086    4.080    6600.0    2.74    2.0640   0.4441  4
1.531   1.3150    0.002    3.890    6583.0    2.31    2.1600   0.4480  4
1.531   1.3268    -0.156    3.950    6236.0    2.19    2.6310   0.4582  4
1.531   1.4128    -0.037    3.940    6500.0    2.56    2.3820   0.4441  4
1.531   1.4553    0.255    4.020    6712.0    2.43    2.0530   0.4364  4
1.531   1.4561    -0.016    3.960    6621.0    2.66    2.0640   0.4441  4
1.531   1.4587    0.222    4.030    6575.0    2.61    2.2610   0.4528  4
1.531   1.4590    -0.251    3.970    6467.0    2.40    2.2760   0.4398  4
1.531   1.4898    0.060    3.710    6105.0    2.04    2.9130   0.4806  4
1.531   1.5043    -0.235    3.820    6514.0    2.46    2.2750   0.4398  4
1.531   1.5343    0.051    4.060    6913.0    2.39    2.0470   0.4202  4
1.531   1.5965    -0.097    3.700    6553.0    2.11    2.4940   0.4409  4
1.532   1.3836    0.023    4.040    6707.0    2.38    2.0530   0.4330  4
1.532   1.4180    -0.313    3.910    6262.0    2.31    2.7830   0.4495  4
1.532   1.6254    0.146    4.050    6847.0    2.43    2.2420   0.4365  4
1.532   1.6273    0.023    3.900    6772.0    2.06    2.3530   0.4330  4
1.532   1.7537    0.130    3.910    7039.0    2.02    2.2330   0.4221  4
1.533   1.4217    0.078    3.680    6113.0    1.78    3.4990   0.4806  3
1.533   1.4252    0.038    3.940    6724.0    2.51    2.1490   0.4330  4
1.533   1.5672    -0.219    4.040    6382.0    2.45    2.3820   0.4398  4
1.534   1.2748    0.037    3.800    7282.0    1.94    2.2200   0.4091  4
1.534   1.4162    -0.326    3.730    6362.0    2.30    2.6310   0.4482  4
1.534   1.4228    -0.174    4.010    6575.0    2.40    2.2610   0.4429  4
1.534   1.4928    0.096    3.940    7062.0    2.21    2.1330   0.4202  4
1.534   1.5975    -0.086    3.990    6675.0    2.73    2.0520   0.4308  4
1.534   1.5994    -0.110    3.710    6550.0    2.43    2.2610   0.4410  4
1.535   1.5213    -0.303    4.040    6456.0    2.04    2.7330   0.4376  4
1.535   1.6504    -0.183    3.720    6171.0    2.27    3.0500   0.4555  4
1.536   1.4623    0.009    3.990    7080.0    2.30    2.0390   0.4202  4
1.536   1.4629    -0.084    3.730    6487.0    1.90    3.1350   0.4409  3
1.536   1.5024    0.096    3.810    6615.0    2.52    2.0640   0.4480  4
1.536   1.5226    0.248    4.000    7271.0    2.23    2.0260   0.4100  4
1.536   1.5829    -0.026    3.960    6625.0    2.63    2.0640   0.4441  4
1.536   1.6123    -0.055    3.770    6695.0    2.11    2.5760   0.4308  4
1.536   1.6374    -0.017    3.840    6877.0    2.26    2.1430   0.4188  4
1.537   1.3956    0.051    3.410    5162.0    2.43    4.1580   0.5533  4
1.537   1.4909    -0.226    3.830    6589.0    2.22    2.3660   0.4398  4
1.537   1.5825    0.316    3.880    6460.0    2.29    2.4940   0.4553  4
1.537   1.6025    0.269    3.940    6695.0    2.25    2.2480   0.4364  4
1.537   1.6095    0.022    4.000    6740.0    2.41    2.0520   0.4330  4
1.537   1.6099    -0.066    3.790    6240.0    1.89    3.0190   0.4596  4
1.538   1.2984    0.206    3.840    6416.0    2.67    2.1740   0.4528  4
1.538   1.4076    -0.227    3.790    6631.0    2.74    2.1600   0.4273  4
1.538   1.4364    0.277    4.140    7221.0    2.22    2.1210   0.4100  4
1.538   1.4645    0.046    3.860    6195.0    2.34    2.6310   0.4655  4
1.538   1.5332    0.152    4.100    7010.0    2.32    2.2330   0.4221  4
1.538   1.5510    0.030    4.020    6795.0    2.20    2.3530   0.4330  4
1.539   0.1349    0.009    4.080    7233.0    2.07    2.0260   0.4091  4
1.539   1.3546    0.278    4.020    6766.0    2.30    2.2480   0.4364  4
1.539   1.4222    0.111    3.930    6605.0    2.37    2.2610   0.4497  4
1.539   1.4328    0.125    3.930    6219.0    2.41    2.5140   0.4672  4
1.539   1.4909    0.036    3.950    6593.0    2.36    2.0630   0.4480  4
1.539   1.5366    -0.111    3.830    6456.0    2.17    2.4940   0.4429  4
1.539   1.5513    0.221    4.000    6943.0    2.12    2.3470   0.4219  4
1.539   1.5909    0.198    3.820    6803.0    2.26    2.2480   0.4365  4
1.539   1.6015    -0.128    4.050    6451.0    2.44    2.3820   0.4429  4
1.539   1.6217    -0.085    3.700    6671.0    2.18    2.4770   0.4281  4
1.540   1.3376    0.097    3.800    6780.0    2.25    2.2480   0.4330  4
1.540   1.3559    -0.088    3.990    6675.0    2.34    2.2480   0.4308  4
1.540   1.4172    0.165    3.890    6164.0    2.33    2.8830   0.4672  4
1.540   1.4231    -0.094    3.750    6354.0    1.94    3.0190   0.4561  4
1.540   1.4432    0.066    3.950    6527.0    2.54    2.2610   0.4480  4
1.540   1.4801    -0.126    3.700    6339.0    2.07    2.8840   0.4555  4
1.540   1.4833    0.108    3.920    6381.0    2.45    2.2760   0.4497  4
1.540   1.5614    0.210    4.020    6438.0    2.42    2.2750   0.4528  4
1.540   1.5831    -0.029    4.000    7302.0    2.08    2.1210   0.4077  4
1.540   1.6035    0.003    4.020    6699.0    2.21    2.3530   0.4330  4
1.540   1.6298    0.179    3.850    6789.0    2.51    2.0520   0.4365  4
1.541   1.3236    -0.224    4.020    6963.0    2.55    2.0470   0.4160  4
1.541   1.4178    -0.087    4.120    6497.0    2.39    2.2760   0.4441  4
1.541   1.4358    0.206    3.850    6973.0    2.35    2.1430   0.4219  4
1.541   1.4833    0.033    4.000    6701.0    2.58    2.1600   0.4330  4
1.541   1.5254    0.030    3.590    6314.0    2.20    2.8840   0.4604  4
1.541   1.5338    0.197    3.740    6481.0    2.43    2.4940   0.4454  4
1.541   1.5934    -0.210    4.290    6898.0    2.49    2.0470   0.4163  4
1.541   1.6554    0.293    4.100    6732.0    2.27    2.2480   0.4364  4
1.542   1.5031    0.367    4.020    6423.0    2.68    2.1740   0.4553  4
1.542   1.5157    -0.095    4.020    6728.0    2.25    2.2480   0.4308  4
1.542   1.5836    -0.007    3.760    6319.0    2.22    2.6310   0.4596  4
1.543   1.4723    0.317    3.600    6384.0    1.89    2.7330   0.4506  4
1.543   1.4964    0.007    3.880    6559.0    2.46    2.1600   0.4480  4
1.543   1.5056    -0.144    4.000    6785.0    2.75    2.0530   0.4297  4
1.543   1.5200    -0.002    3.840    6329.0    2.29    2.6310   0.4596  4
1.543   1.5295    0.008    3.850    7059.0    1.89    2.3370   0.4202  4
1.543   1.6075    0.100    3.610    6132.0    2.06    3.1940   0.4631  4
1.543   1.6730    -0.177    3.990    6436.0    2.52    2.1740   0.4429  4
1.543   1.7302    -0.070    3.700    6330.0    1.88    3.1600   0.4561  3
1.544   1.4424    0.147    4.060    6613.0    2.45    2.1600   0.4497  4
1.544   1.4555    0.407    3.970    6727.0    2.45    2.1490   0.4389  4
1.544   1.4555    -0.197    3.890    6316.0    2.20    2.7550   0.4582  4
1.544   1.4861    0.025    4.040    6415.0    2.59    2.2760   0.4480  4
1.544   1.5309    -0.175    3.930    7078.0    2.26    2.1330   0.4183  4
1.544   1.5386    -0.251    3.700    6328.0    1.78    3.1600   0.4522  3
1.544   1.5480    -0.096    4.010    7043.0    2.22    2.1430   0.4188  4
1.545   0.0143    -0.133    4.020    7593.0    1.91    2.0220   0.4439  4
1.545   1.3359    0.228    3.960    6511.0    2.46    2.1740   0.4528  4
1.545   1.3608    0.296    4.210    6775.0    2.34    2.0530   0.4364  4
1.545   1.3917    -0.144    3.620    6545.0    1.91    3.1350   0.4410  3
1.545   1.3970    -0.076    3.620    6275.0    2.04    3.1600   0.4561  3
1.545   1.4068    0.153    3.860    6751.0    2.44    2.0520   0.4365  4
1.545   1.4396    0.009    3.850    6522.0    2.71    2.1740   0.4480  4
1.545   1.4518    0.140    3.740    6580.0    2.45    2.2610   0.4454  4
1.545   1.4528    0.095    4.130    7266.0    2.14    2.0260   0.4091  4
1.545   1.4987    -0.183    3.670    6098.0    2.09    2.9130   0.4730  4
1.545   1.5037    0.108    4.100    6625.0    2.41    2.1600   0.4497  4
1.545   1.5446    0.091    3.930    6750.0    2.73    2.0530   0.4330  4
1.545   1.5527    0.265    3.990    7099.0    2.42    2.0390   0.4219  4
1.545   1.6456    0.077    4.070    6644.0    2.25    2.2610   0.4330  4
1.545   1.6554    -0.002    3.910    6564.0    2.30    2.2610   0.4441  4
1.546   1.3816    -0.052    3.890    6596.0    2.13    2.3660   0.4441  4
1.546   1.3884    0.165    3.910    6433.0    2.59    2.1740   0.4497  4
1.546   1.3894    -0.064    4.180    6909.0    2.16    2.1430   0.4188  4
1.546   1.4131    -0.168    3.810    6550.0    2.63    2.0640   0.4429  4
1.546   1.4151    -0.088    4.010    6645.0    2.36    2.1600   0.4308  4
1.546   1.4284    -0.104    3.940    6568.0    2.57    2.1600   0.4429  4
1.546   1.4356    0.162    3.990    7248.0    2.01    2.2200   0.4091  4
1.546   1.4512    -0.243    3.850    6456.0    2.50    2.3820   0.4398  4
1.546   1.4679    -0.124    3.800    6500.0    2.27    2.4770   0.4429  4
1.546   1.4691    0.239    4.050    6854.0    2.35    2.1430   0.4364  4
1.546   1.6201    -0.253    4.040    6601.0    2.67    2.0630   0.4398  4
1.546   1.6309    -0.039    3.860    7025.0    1.72    2.5590   0.4188  4
1.547   1.3136    0.142    3.820    6918.0    2.14    2.3470   0.4221  4
1.547   1.5252    0.137    3.700    6525.0    1.92    2.9950   0.4454  4
1.547   1.5357    0.319    3.620    6524.0    1.57    3.4350   0.4506  3
1.547   1.5614    0.123    4.080    6803.0    2.28    2.1430   0.4365  4
1.547   1.7538    -0.069    3.710    6380.0    2.44    2.3820   0.4409  4
1.548   0.0007    0.102    3.930    7441.0    2.04    2.1150   0.3921  4
1.548   1.4172    0.028    3.680    6278.0    2.29    2.6310   0.4604  4
1.548   1.5067    0.042    3.770    6162.0    1.94    3.1940   0.4655  4
1.548   1.5275    -0.241    3.790    6177.0    2.42    2.9130   0.4543  4
1.548   1.5293    -0.266    4.150    6696.0    2.73    2.0640   0.4273  4
1.548   1.6060    -0.067    3.860    7129.0    2.15    2.2330   0.4077  4
1.548   1.6188    0.283    3.810    6489.0    2.45    2.1600   0.4528  4
1.548   1.6442    0.117    3.850    6357.0    2.64    2.2760   0.4672  4
1.549   1.3671    0.111    3.810    6566.0    2.49    2.1600   0.4497  4
1.549   1.3894    0.069    4.090    6737.0    2.38    2.0530   0.4330  4
1.549   1.4536    -0.136    3.890    6743.0    2.35    2.1490   0.4297  4
1.549   1.4905    0.260    3.790    6583.0    2.31    2.4770   0.4528  4
1.549   1.5431    0.105    3.980    6453.0    2.46    2.2760   0.4497  4
1.549   1.5672    -0.086    3.830    6649.0    2.05    2.5760   0.4308  4
1.549   1.6022    0.240    3.910    6639.0    2.24    2.7130   0.4364  4
1.550   0.1057    0.065    4.070    7349.0    2.12    2.0200   0.4091  4
1.550   1.2957    -0.020    4.260    6992.0    2.43    2.0470   0.4198  4
1.550   1.3520    0.201    3.870    6388.0    2.43    2.2760   0.4528  4
1.550   1.5482    0.137    3.730    6335.0    2.45    2.5140   0.4631  4
1.550   1.5900    -0.044    3.910    6423.0    2.41    2.2760   0.4441  4
1.550   1.6095    -0.142    3.980    6611.0    2.65    2.0640   0.4429  4
1.551   1.3757    -0.063    3.720    6750.0    2.02    2.5760   0.4281  4
1.551   1.3844    -0.102    3.940    6774.0    2.45    2.1490   0.4297  4
1.551   1.4179    -0.116    3.780    6423.0    2.62    2.0770   0.4429  4
1.551   1.4431    -0.020    4.090    6627.0    2.61    2.0530   0.4308  4
1.551   1.4608    -0.173    3.710    6599.0    2.08    2.5930   0.4410  4
1.551   1.4949    0.185    3.890    6429.0    2.44    2.2750   0.4497  4
1.551   1.5082    -0.161    3.850    6485.0    2.35    2.3820   0.4429  4
1.551   1.5518    0.083    3.930    6724.0    2.13    2.4620   0.4330  4
1.551   1.6441    0.019    3.970    6518.0    2.50    2.1600   0.4480  4
1.552   1.4566    0.247    3.790    6193.0    2.15    2.9130   0.4714  4
1.553   1.4117    0.474    3.740    6350.0    2.50    2.5140   0.4711  4
1.553   1.4367    0.092    3.930    7292.0    2.06    2.0260   0.4091  4
1.553   1.5026    -0.024    3.900    6591.0    2.48    2.3820   0.4441  4
1.553   1.5207    0.133    3.980    6739.0    2.35    2.2480   0.4365  4
1.553   1.5237    -0.023    3.860    6846.0    2.29    2.2480   0.4308  4
1.553   1.5276    0.270    3.940    7074.0    2.18    2.0390   0.4219  4
1.553   1.5404    0.027    3.740    6307.0    2.00    2.9940   0.4604  4
1.553   1.5680    0.005    4.040    6768.0    2.48    2.0530   0.4330  4
1.553   1.5912    0.212    3.790    6948.0    2.19    2.2420   0.4219  4
1.553   1.6984    0.173    3.670    6417.0    2.09    2.7330   0.4454  4
1.554   1.3726    0.030    3.980    6636.0    2.37    2.2610   0.4330  4
1.554   1.3991    0.240    3.910    7499.0    1.93    2.1150   0.3928  4
1.554   1.4100    0.095    3.930    6665.0    2.31    2.2610   0.4330  4
1.554   1.4547    0.118    3.990    6611.0    2.37    2.1600   0.4497  4
