-5.6914334305     1.0004251783       0.0006682267    1 
-5.6874699257     0.9996745749       0.0003923476    0 
-5.6851495376     0.9994059871       0.0003926785    0 
-5.6844888129     0.9999561362       0.0006682255    1 
-5.6775441955     0.9997794041       0.0006679856    1 
-5.6705995783     0.9980394566       0.0006680469    1 
-5.6666366769     0.9999220702       0.0003923602    0 
-5.6643165326     0.9995517363       0.0003927426    0 
-5.6636549612     1.0012877859       0.0006681939    1 
-5.6567103440     0.9997358430       0.0006680625    1 
-5.6497657269     1.0002111648       0.0006679968    1 
-5.6458034288     1.0001711437       0.0003924971    0 
-5.6434835287     1.0011043521       0.0003929412    0 
-5.6428211100     0.9985553323       0.0006676330    1 
-5.6358764930     1.0011613742       0.0006688743    1 
-5.6289318761     0.9996559314       0.0006679282    1 
-5.6249701816     0.9999969791       0.0003925128    0 
-5.6226505253     0.9999357759       0.0003927402    0 
-5.6219872594     1.0005127389       0.0006682125    1 
-5.6150426427     0.9997011614       0.0006680706    1 
-5.6080980263     0.9989765267       0.0006676928    1 
-5.6041369356     1.0003669333       0.0003924985    0 
-5.6018175228     1.0004780542       0.0003928815    0 
-5.6011534098     0.9996965089       0.0006682688    1 
-5.5942087934     0.9999444405       0.0006678721    1 
-5.5872641772     1.0002501777       0.0006682494    1 
-5.5833036903     1.0002540406       0.0003925346    0 
-5.5809845213     0.9992253904       0.0003927365    0 
-5.5803195607     1.0006432852       0.0006681487    1 
-5.5733749447     1.0002634707       0.0006681410    1 
-5.5664303285     0.9996413351       0.0006683177    1 
-5.5624704461     0.9997468121       0.0003924701    0 
-5.5601515204     0.9995339595       0.0003927651    0 
-5.5594857125     1.0010841629       0.0006682917    1 
-5.5525410968     0.9998319536       0.0006681456    1 
-5.5455964808     1.0004644379       0.0006682426    1 
-5.5416372026     1.0001550470       0.0003925114    0 
-5.5393185205     0.9999952391       0.0003928299    0 
-5.5386518650     0.9999578874       0.0006682841    1 
-5.5317072495     1.0000895928       0.0006682136    1 
-5.5247626338     0.9998157641       0.0006682202    1 
-5.5208039604     1.0002858541       0.0003925740    0 
-5.5184855213     1.0004724617       0.0003929195    0 
-5.5178180185     1.0005832130       0.0006682513    1 
-5.5108734030     1.0002465300       0.0006682355    1 
-5.5039287877     1.0006501764       0.0006690461    1 
-5.4976525228     0.9996419696       0.0003927308    0 
-5.4969841724     0.9992819910       0.0006680440    1 
-5.4900395571     1.0002442259       0.0006682146    1 
-5.4830949420     1.0001716847       0.0006682615    1 
-5.4768195254     1.0001167772       0.0003928050    0 
-5.4761503270     0.9992535044       0.0006679242    1 
-5.4692057122     0.9994330099       0.0006685419    1 
-5.4622610973     0.9985992679       0.0006679479    1 
-5.4583042388     0.9990432674       0.0003924027    0 
-5.4559865285     1.0002147735       0.0003928933    0 
-5.4553164825     1.0014620392       0.0006685275    1 
-5.4483718679     1.0001405510       0.0006681593    1 
-5.4414272533     1.0010596488       0.0006686500    1 
-5.4351535326     1.0007153986       0.0003929359    0 
-5.4344826388     1.0004739737       0.0006686533    1 
-5.4275380244     0.9998455019       0.0006682408    1 
-5.4205934100     0.9999831006       0.0006682973    1 
-5.4166377626     0.9979505957       0.0003922028    0 
-5.4143205376     1.0003510422       0.0003929009    0 
-5.4136487957     1.0000287531       0.0006683840    1 
-5.4067041816     1.0003116441       0.0006684273    1 
-5.3997595674     0.9993517102       0.0006684347    1 
-5.3958045257     0.9999360149       0.0003926647    0 
-5.3934875432     1.0012625596       0.0003930108    0 
-5.3928149533     1.0004946016       0.0006683991    1 
-5.3858703394     0.9996610903       0.0006681947    1 
-5.3789257255     0.9998766443       0.0006683155    1 
-5.3749712901     0.9993083765       0.0003924670    0 
-5.3726545499     0.9996308587       0.0003927230    0 
-5.3719811119     0.9995519878       0.0006683479    1 
-5.3650364982     1.0006134394       0.0006684642    1 
-5.3580918846     0.9991143502       0.0006684177    1 
-5.3541380553     1.0007199124       0.0003928371    0 
-5.3518215572     1.0011243465       0.0003930149    0 
-5.3511472709     1.0002883018       0.0006689122    1 
-5.3442026575     0.9995952908       0.0006683306    1 
-5.3372580441     0.9994233741       0.0006684365    1 
-5.3333048214     1.0002920963       0.0003926474    0 
-5.3309885654     0.9998792255       0.0003927683    0 
-5.3303134309     0.9989289071       0.0006681206    1 
-5.3233688177     1.0007409242       0.0006685967    1 
-5.3164242045     0.9999528101       0.0006683426    1 
-5.3124715884     1.0008520747       0.0003927353    0 
-5.3101555743     1.0000114284       0.0003928068    0 
-5.3094795915     0.9998639528       0.0006682382    1 
-5.3025349786     1.0005557400       0.0006687062    1 
-5.2955903656     0.9994918531       0.0006682422    1 
-5.2916383566     0.9989769465       0.0003925628    0 
-5.2893225842     0.9996969630       0.0003927411    0 
-5.2886457529     1.0002574429       0.0006684545    1 
-5.2817011401     0.9991968696       0.0006683016    1 
-5.2747565277     1.0002774096       0.0006684955    1 
-5.2708051257     0.9999108550       0.0003927455    0 
-5.2684895950     1.0003177637       0.0003928578    0 
-5.2678119149     1.0001744489       0.0006684417    1 
-5.2608673024     0.9993712093       0.0006685543    1 
-5.2539226902     1.0001795760       0.0006684766    1 
-5.2499718955     0.9999309767       0.0003927577    0 
-5.2476566063     1.0003588109       0.0003929988    0 
-5.2469780779     1.0006433101       0.0006688956    1 
-5.2400334657     0.9994883468       0.0006682451    1 
-5.2330888534     0.9993198168       0.0006684094    1 
-5.2291386665     1.0001050496       0.0003927866    0 
-5.2268236187     1.0000497003       0.0003928662    0 
-5.2261442414     1.0001945732       0.0006686359    1 
-5.2191996296     1.0001605964       0.0006687573    1 
-5.2122550175     1.0003366664       0.0006688985    1 
-5.2083054384     0.9999596545       0.0003926162    0 
-5.2059906318     0.9994693101       0.0003926983    0 
-5.2053104057     1.0004651369       0.0006684448    1 
-5.1983657942     1.0007968468       0.0006687675    1 
-5.1914211824     1.0010210339       0.0006688108    1 
-5.1874722115     0.9991997226       0.0003927985    0 
-5.1851576456     0.9995474037       0.0003927358    0 
-5.1844765708     0.9996817340       0.0006683991    1 
-5.1775319595     0.9994368645       0.0006683903    1 
-5.1705873479     1.0004778467       0.0006685658    1 
-5.1666389853     0.9998118267       0.0003926250    0 
-5.1643246604     0.9994966554       0.0003927617    0 
-5.1636427366     1.0007713571       0.0006687003    1 
-5.1566981255     1.0000099385       0.0006687226    1 
-5.1497535144     1.0000051296       0.0006685736    1 
-5.1458057602     0.9998329031       0.0003926517    0 
-5.1434916761     0.9993045856       0.0003928085    0 
-5.1428089033     0.9997957758       0.0006684291    1 
-5.1358642922     0.9989009278       0.0006686350    1 
-5.1289196814     1.0004842287       0.0006687573    1 
-5.1249725361     1.0001067929       0.0003927318    0 
-5.1226586925     0.9992582565       0.0003926775    0 
-5.1219750705     1.0000407192       0.0006687375    1 
-5.1150304599     1.0004512158       0.0006690906    1 
-5.1080858492     0.9997657767       0.0006690006    1 
-5.1041393129     1.0000715418       0.0003927079    0 
-5.1018257098     0.9998870826       0.0003929059    0 
-5.1011412386     0.9998932244       0.0006692467    1 
-5.0941966282     0.9994657788       0.0006684436    1 
-5.0872520178     1.0005550718       0.0006686882    1 
-5.0833060908     1.0009062997       0.0003931611    0 
-5.0809927278     0.9992084263       0.0003927537    0 
-5.0803074074     0.9982667778       0.0006685299    1 
-5.0733627972     0.9999729029       0.0006688915    1 
-5.0664181871     1.0000853008       0.0006686326    1 
-5.0624728695     0.9994423458       0.0003926412    0 
-5.0601597467     1.0004836399       0.0003929185    0 
-5.0594735769     0.9995123068       0.0006685367    1 
-5.0525289670     1.0000702342       0.0006687093    1 
-5.0455843570     1.0014705585       0.0006690601    1 
-5.0416396493     1.0002910103       0.0003928463    0 
-5.0393267666     0.9995282147       0.0003927876    0 
-5.0386397473     0.9992852846       0.0006685182    1 
-5.0316951374     1.0008707606       0.0006689799    1 
-5.0247505279     1.0003220157       0.0006687025    1 
-5.0208064301     1.0001477485       0.0003927429    0 
-5.0184937872     1.0002864659       0.0003928944    0 
-5.0178059182     0.9994072971       0.0006686021    1 
-5.0108613088     0.9999295990       0.0006687534    1 
-5.0039166993     1.0006942455       0.0006690527    1 
-4.9999732120     0.9996537863       0.0003926704    0 
-4.9976608087     0.9997213249       0.0003928684    0 
-4.9969720901     1.0008273883       0.0006691946    1 
-4.9900274808     1.0008819261       0.0006695709    1 
-4.9830828716     0.9986715566       0.0006685306    1 
-4.9791399948     0.9997299094       0.0003930425    0 
-4.9768278309     1.0000781118       0.0003930367    0 
-4.9761382626     0.9995054557       0.0006685872    1 
-4.9691936536     0.9998805929       0.0006686734    1 
-4.9622490446     0.9989438354       0.0006685229    1 
-4.9583067786     0.9997531524       0.0003927210    0 
-4.9559948540     0.9995400747       0.0003928497    0 
-4.9553044358     1.0001980050       0.0006689771    1 
-4.9483598271     1.0010050422       0.0006689075    1 
-4.9414152185     1.0002798150       0.0006688407    1 
-4.9374735633     1.0009193761       0.0003928792    0 
-4.9351618779     1.0008385401       0.0003931561    0 
-4.9344706098     0.9995488821       0.0006687195    1 
-4.9275260015     1.0001203786       0.0006689100    1 
-4.9205813929     0.9997361474       0.0006686190    1 
-4.9166403492     0.9998988279       0.0003927250    0 
-4.9143289026     0.9996174883       0.0003928339    0 
-4.9136367846     0.9999068904       0.0006687648    1 
-4.9066921763     1.0007542377       0.0006693754    1 
-4.8997475683     0.9991904125       0.0006685264    1 
-4.8958071360     1.0002549584       0.0003928323    0 
-4.8934959283     0.9996274495       0.0003928758    0 
-4.8928029602     0.9991481299       0.0006684271    1 
-4.8858583521     0.9992644173       0.0006684664    1 
-4.8789137443     0.9997991860       0.0006686043    1 
-4.8749739238     1.0005152615       0.0003929403    0 
-4.8726629547     1.0005135383       0.0003930080    0 
-4.8719691364     0.9992071364       0.0006692318    1 
-4.8650245286     0.9996325146       0.0006689075    1 
-4.8580799210     1.0009993223       0.0006690447    1 
-4.8541407127     1.0002395681       0.0003927525    0 
-4.8518299821     0.9996135996       0.0003928265    0 
-4.8511353134     1.0010888878       0.0006691160    1 
-4.8441907058     0.9986216577       0.0006683403    1 
-4.8372460984     1.0004885398       0.0006690478    1 
-4.8333075025     0.9997940418       0.0003926797    0 
-4.8309970101     1.0000960400       0.0003928804    0 
-4.8303014911     0.9990663225       0.0006687774    1 
-4.8233568839     1.0008352680       0.0006691172    1 
-4.8164122768     1.0011982765       0.0006692176    1 
-4.8124742933     1.0001134291       0.0003928659    0 
-4.8101640391     1.0003348894       0.0003929884    0 
-4.8094676696     0.9994022129       0.0006687018    1 
-4.8025230627     1.0005248709       0.0006688874    1 
-4.7955784558     0.9992376086       0.0006689681    1 
-4.7916410852     0.9995754107       0.0003927250    0 
-4.7893310689     0.9996452790       0.0003928355    0 
-4.7886338489     1.0000294376       0.0006690287    1 
-4.7816892422     1.0008989441       0.0006690670    1 
-4.7747446356     1.0006518354       0.0006689419    1 
-4.7708078781     0.9995479475       0.0003926398    0 
-4.7684980995     1.0001364854       0.0003929182    0 
-4.7678000289     0.9999516282       0.0006689118    1 
-4.7608554225     1.0000258303       0.0006687414    1 
-4.7539108160     1.0002169173       0.0006688646    1 
-4.7499746721     0.9997904355       0.0003930826    0 
-4.7476651310     1.0001517276       0.0003928960    0 
-4.7469662096     1.0008920518       0.0006691606    1 
-4.7400216034     0.9987446348       0.0006688102    1 
-4.7330769972     0.9997802691       0.0006690671    1 
-4.7291414671     0.9996713224       0.0003926959    0 
-4.7268321635     0.9999117493       0.0003929326    0 
-4.7261323912     1.0008795755       0.0006690067    1 
-4.7191877852     1.0007040417       0.0006692470    1 
-4.7122431792     1.0000856778       0.0006688493    1 
-4.7083082632     1.0004242028       0.0003928231    0 
-4.7059991966     1.0000851350       0.0003928738    0 
-4.7052985735     1.0002796564       0.0006688701    1 
-4.6983539678     0.9993425540       0.0006688425    1 
-4.6914093620     0.9998822288       0.0006692217    1 
-4.6874750603     0.9994186128       0.0003926737    0 
-4.6851662307     0.9999849302       0.0003929482    0 
-4.6844647565     1.0012714621       0.0006692241    1 
-4.6775201510     1.0001220337       0.0006691096    1 
-4.6705755455     0.9997907525       0.0006689566    1 
-4.6666418582     0.9993371944       0.0003926499    0 
-4.6643332655     1.0001887190       0.0003929799    0 
-4.6636309402     1.0003055297       0.0006693706    1 
-4.6566863349     0.9991945079       0.0006687551    1 
-4.6497417299     0.9997780633       0.0006690063    1 
-4.6458086574     0.9996398467       0.0003926768    0 
-4.6435003012     0.9997888442       0.0003928924    0 
-4.6427971246     0.9993955635       0.0006686690    1 
-4.6358525198     0.9997888040       0.0006690052    1 
-4.6289079148     0.9987904522       0.0006687165    1 
-4.6249754577     0.9998591395       0.0003928101    0 
-4.6226673379     1.0001033271       0.0003928870    0 
-4.6219633100     0.9999561897       0.0006688585    1 
-4.6150187052     0.9998481037       0.0006694562    1 
-4.6080741006     0.9997778043       0.0006689300    1 
-4.6041422590     0.9991503681       0.0003927023    0 
-4.6018343754     0.9994833629       0.0003929842    0 
-4.6011294960     0.9990685220       0.0006686960    1 
-4.5941848914     1.0017015633       0.0006694119    1 
-4.5872402871     1.0004897604       0.0006692649    1 
-4.5833090611     0.9996776120       0.0003929122    0 
-4.5810014137     1.0003311092       0.0003930413    0 
-4.5802956827     0.9997215305       0.0006690140    1 
-4.5733510786     1.0014531338       0.0006692472    1 
-4.5664064743     0.9995845398       0.0006688223    1 
-4.5624758645     0.9993765535       0.0003929507    0 
-4.5601684529     0.9999386808       0.0003929177    0 
-4.5594618704     1.0001504770       0.0006691096    1 
-4.5525172663     0.9994952749       0.0006689673    1 
-4.5455726624     0.9995778523       0.0006688893    1 
-4.5416426690     1.0001526840       0.0003929598    0 
-4.5393354928     0.9995738959       0.0003927867    0 
-4.5386280585     0.9991243389       0.0006686721    1 
-4.5316834549     0.9998918176       0.0006690815    1 
-4.5247388512     0.9990598770       0.0006687008    1 
-4.5208094744     1.0005235923       0.0003929952    0 
-4.5185025336     1.0001299110       0.0003928686    0 
-4.5177942476     0.9994444651       0.0006688206    1 
-4.5108496442     1.0003624484       0.0006693465    1 
-4.5039050408     0.9999138811       0.0006689747    1 
-4.4999762808     1.0007996511       0.0003931097    0 
-4.4976695754     1.0000508367       0.0003929320    0 
-4.4969604374     1.0007271405       0.0006693273    1 
-4.4900158342     1.0007710978       0.0006695642    1 
-4.4830712310     1.0004605846       0.0006695124    1 
-4.4791430886     0.9999069979       0.0003929710    0 
-4.4768366181     1.0002476833       0.0003929335    0 
-4.4761266280     1.0002648421       0.0006690383    1 
-4.4691820251     0.9998331507       0.0006692053    1 
-4.4622374221     0.9993083872       0.0006687273    1 
-4.4583098970     0.9993586823       0.0003928917    0 
-4.4560036615     1.0008179645       0.0003930112    0 
-4.4552928192     1.0005922007       0.0006692193    1 
-4.4483482165     0.9997630926       0.0006689628    1 
-4.4414036140     0.9996027502       0.0006688119    1 
-4.4374767069     0.9999285031       0.0003930548    0 
-4.4351707058     1.0005114786       0.0003929489    0 
